0,0.01,2494
0,0.02,1249
0,0.03,824
0,0.04,622
0,0.05,500
0,0.06,399
0,0.07,350
0,0.08,300
0,0.09,275
0,0.1,249
0,0.11,223
0,0.12,200
0,0.13,175
0,0.14,174
0,0.15,150
0,0.16,150
0,0.17,125
0,0.18,125
0,0.19,125
0,0.2,125
0,0.21,100
0,0.22,100
0,0.23,100
0,0.24,100
0,0.25,100
0,0.26,75
0,0.27,75
0,0.28,75
0,0.29,75
0,0.3,75
0,0.31,75
0,0.32,74
0,0.33,75
0,0.34,50
0,0.35,50
0,0.36,50
0,0.37,50
0,0.38,50
0,0.39,50
0,0.4,50
0,0.41,50
0,0.42,50
0,0.43,50
0,0.44,50
0,0.45,50
0,0.46,50
0,0.47,50
0,0.48,50
0,0.49,50
0,0.5,50
0,0.51,25
0,0.52,25
0,0.53,25
0,0.54,25
0,0.55,25
0,0.56,25
0,0.57,25
0,0.58,25
0,0.59,25
0,0.6,25
0,0.61,25
0,0.62,25
0,0.63,25
0,0.64,25
0,0.65,25
0,0.66,25
0,0.67,25
0,0.68,25
0,0.69,25
0,0.7,25
0,0.71,25
0,0.72,25
0,0.73,25
0,0.74,25
0,0.75,25
0,0.76,25
0,0.77,25
0,0.78,25
0,0.79,25
0,0.8,25
0,0.81,25
0,0.82,25
0,0.83,25
0,0.84,25
0,0.85,25
0,0.86,25
0,0.87,25
0,0.88,25
0,0.89,25
0,0.9,25
0,0.91,25
0,0.92,25
0,0.93,25
0,0.94,25
0,0.95,25
0,0.96,25
0,0.97,25
0,0.98,25
0,0.99,25
1,0.01,2496
1,0.02,1245
1,0.03,823
1,0.04,622
1,0.05,499
1,0.06,398
1,0.07,350
1,0.08,300
1,0.09,274
1,0.1,250
1,0.11,225
1,0.12,197
1,0.13,174
1,0.14,175
1,0.15,150
1,0.16,150
1,0.17,125
1,0.18,125
1,0.19,125
1,0.2,125
1,0.21,100
1,0.22,100
1,0.23,100
1,0.24,100
1,0.25,100
1,0.26,75
1,0.27,75
1,0.28,75
1,0.29,75
1,0.3,75
1,0.31,75
1,0.32,75
1,0.33,75
1,0.34,50
1,0.35,50
1,0.36,50
1,0.37,50
1,0.38,50
1,0.39,50
1,0.4,50
1,0.41,50
1,0.42,50
1,0.43,50
1,0.44,50
1,0.45,50
1,0.46,50
1,0.47,50
1,0.48,50
1,0.49,50
1,0.5,50
1,0.51,25
1,0.52,25
1,0.53,25
1,0.54,25
1,0.55,25
1,0.56,25
1,0.57,25
1,0.58,25
1,0.59,25
1,0.6,25
1,0.61,25
1,0.62,25
1,0.63,25
1,0.64,25
1,0.65,25
1,0.66,25
1,0.67,25
1,0.68,25
1,0.69,25
1,0.7,25
1,0.71,25
1,0.72,25
1,0.73,25
1,0.74,25
1,0.75,25
1,0.76,25
1,0.77,25
1,0.78,25
1,0.79,25
1,0.8,25
1,0.81,25
1,0.82,25
1,0.83,25
1,0.84,25
1,0.85,25
1,0.86,25
1,0.87,25
1,0.88,25
1,0.89,25
1,0.9,25
1,0.91,25
1,0.92,25
1,0.93,25
1,0.94,25
1,0.95,25
1,0.96,25
1,0.97,25
1,0.98,25
1,0.99,25
2,0.01,1652
2,0.02,830
2,0.03,550
2,0.04,415
2,0.05,332
2,0.06,266
2,0.07,232
2,0.08,200
2,0.09,182
2,0.1,167
2,0.11,150
2,0.12,133
2,0.13,117
2,0.14,117
2,0.15,100
2,0.16,100
2,0.17,84
2,0.18,84
2,0.19,84
2,0.2,84
2,0.21,67
2,0.22,66
2,0.23,67
2,0.24,67
2,0.25,67
2,0.26,50
2,0.27,50
2,0.28,50
2,0.29,50
2,0.3,50
2,0.31,50
2,0.32,50
2,0.33,50
2,0.34,34
2,0.35,34
2,0.36,34
2,0.37,34
2,0.38,34
2,0.39,34
2,0.4,34
2,0.41,34
2,0.42,34
2,0.43,34
2,0.44,34
2,0.45,34
2,0.46,34
2,0.47,34
2,0.48,34
2,0.49,34
2,0.5,34
2,0.51,17
2,0.52,17
2,0.53,17
2,0.54,17
2,0.55,5
2,0.56,5
2,0.57,5
2,0.58,5
2,0.59,5
2,0.6,17
2,0.61,5
2,0.62,17
2,0.63,5
2,0.64,5
2,0.65,5
2,0.66,5
2,0.67,17
2,0.68,5
2,0.69,5
2,0.7,17
2,0.71,5
2,0.72,17
2,0.73,17
2,0.74,17
2,0.75,5
2,0.76,5
2,0.77,5
2,0.78,17
2,0.79,5
2,0.8,5
2,0.81,5
2,0.82,17
2,0.83,5
2,0.84,5
2,0.85,5
2,0.86,5
2,0.87,5
2,0.88,5
2,0.89,5
2,0.9,17
2,0.91,5
2,0.92,5
2,0.93,5
2,0.94,5
2,0.95,5
2,0.96,5
2,0.97,5
2,0.98,5
2,0.99,5
3,0.01,1245
3,0.02,624
3,0.03,412
3,0.04,312
3,0.05,247
3,0.06,200
3,0.07,175
3,0.08,150
3,0.09,137
3,0.1,125
3,0.11,113
3,0.12,100
3,0.13,88
3,0.14,88
3,0.15,75
3,0.16,74
3,0.17,63
3,0.18,62
3,0.19,63
3,0.2,63
3,0.21,50
3,0.22,50
3,0.23,50
3,0.24,50
3,0.25,50
3,0.26,38
3,0.27,38
3,0.28,38
3,0.29,38
3,0.3,38
3,0.31,38
3,0.32,38
3,0.33,38
3,0.34,5
3,0.35,25
3,0.36,25
3,0.37,5
3,0.38,25
3,0.39,25
3,0.4,25
3,0.41,5
3,0.42,25
3,0.43,5
3,0.44,5
3,0.45,5
3,0.46,5
3,0.47,5
3,0.48,5
3,0.49,25
3,0.5,25
3,0.51,5
3,0.52,5
3,0.53,4
3,0.54,4
3,0.55,5
3,0.56,4
3,0.57,5
3,0.58,5
3,0.59,1
3,0.6,4
3,0.61,4
3,0.62,4
3,0.63,5
3,0.64,4
3,0.65,4
3,0.66,4
3,0.67,4
3,0.68,4
3,0.69,4
3,0.7,5
3,0.71,5
3,0.72,5
3,0.73,5
3,0.74,4
3,0.75,4
3,0.76,4
3,0.77,4
3,0.78,5
3,0.79,5
3,0.8,4
3,0.81,5
3,0.82,4
3,0.83,4
3,0.84,5
3,0.85,4
3,0.86,13
3,0.87,4
3,0.88,4
3,0.89,4
3,0.9,5
